#x	y	z	Bx	Bx_err	By	By_err	Bz	Bz_err
0.0132	0	-0.042	-8.37089e-07	3.51931e-20	1.67313e-22	3.40294e-20	2.07162e-06	2.29996e-20
0.0132	0	-0.0408	-9.11267e-07	3.67103e-20	1.79074e-22	3.53905e-20	2.20848e-06	2.4519e-20
0.0132	0	-0.0396	-9.9331e-07	3.83218e-20	-7.8424e-23	3.68215e-20	2.35688e-06	2.61666e-20
0.0132	0	-0.0384	-1.08417e-06	4.00354e-20	2.57492e-22	3.83258e-20	2.51801e-06	2.79555e-20
0.0132	0	-0.0372	-1.18492e-06	4.18597e-20	2.99e-22	3.99071e-20	2.69317e-06	2.99002e-20
0.0132	0	-0.036	-1.29678e-06	4.38043e-20	2.19748e-22	4.15689e-20	2.88386e-06	3.20173e-20
0.0132	0	-0.0348	-1.42114e-06	4.58801e-20	1.48356e-22	4.33148e-20	3.09174e-06	3.43252e-20
0.0132	0	-0.0336	-1.55955e-06	4.80991e-20	1.11321e-22	4.51482e-20	3.31869e-06	3.68449e-20
0.0132	0	-0.0324	-1.7138e-06	5.04747e-20	2.65062e-22	4.70722e-20	3.56686e-06	3.96e-20
0.0132	0	-0.0312	-1.8859e-06	5.30221e-20	2.22146e-22	4.90897e-20	3.83866e-06	4.26176e-20
0.0132	0	-0.03	-2.07814e-06	5.57585e-20	5.11294e-22	5.12029e-20	4.13687e-06	4.59285e-20
0.0132	0	-0.0288	-2.2931e-06	5.87033e-20	2.8979e-22	5.34136e-20	4.46467e-06	4.95678e-20
0.0132	0	-0.0276	-2.5337e-06	1.06209e-19	3.34492e-22	5.57223e-20	4.82573e-06	5.35763e-20
0.0132	0	-0.0264	-2.80326e-06	3.3733e-19	2.02939e-22	5.81284e-20	5.22429e-06	1.04076e-19
0.0132	0	-0.0252	-3.10548e-06	7.9637e-19	5.28679e-23	6.06296e-20	5.66531e-06	2.59164e-19
0.0132	0	-0.024	-3.44455e-06	1.35731e-18	4.10056e-22	6.32213e-20	6.15462e-06	4.63489e-19
0.0132	0	-0.0228	-3.82511e-06	1.22499e-18	4.32814e-22	6.58961e-20	6.6991e-06	3.23626e-19
0.0132	0	-0.0216	-4.2523e-06	3.1577e-19	4.88803e-22	6.86426e-20	7.30697e-06	1.72234e-19
0.0132	0	-0.0204	-4.73173e-06	1.34476e-17	1.94711e-22	7.14445e-20	7.98813e-06	2.29317e-18
0.0132	0	-0.0192	-5.26941e-06	7.13274e-17	3.35272e-22	7.42787e-20	8.7546e-06	6.68213e-18
0.0132	0	-0.018	-5.87154e-06	2.15519e-16	4.03077e-22	7.71138e-20	9.62111e-06	9.60334e-18
0.0132	0	-0.0168	-6.54425e-06	3.77218e-16	4.87041e-22	7.99063e-20	1.06059e-05	3.77601e-18
0.0132	0	-0.0156	-7.29288e-06	1.33605e-16	4.40791e-22	8.25975e-20	1.17316e-05	4.91624e-18
0.0132	0	-0.0144	-8.12099e-06	1.65907e-15	2.71573e-22	8.51077e-20	1.30267e-05	3.4767e-18
0.0132	0	-0.0132	-9.02844e-06	1.46541e-14	3.32262e-22	8.73285e-20	1.45271e-05	5.52729e-16
0.0132	0	-0.012	-1.00082e-05	5.13893e-14	2.96204e-22	8.91125e-20	1.62776e-05	4.48117e-15
0.0132	0	-0.0108	-1.10411e-05	7.4973e-14	1.44374e-22	9.02585e-20	1.83337e-05	1.20871e-14
0.0132	0	-0.0096	-1.20869e-05	2.45368e-14	2.65773e-23	9.04918e-20	2.07623e-05	1.95782e-15
0.0132	0	-0.0084	-1.30709e-05	1.23848e-12	-9.20976e-25	8.94395e-20	2.36381e-05	3.46886e-13
0.0132	0	-0.0072	-1.38635e-05	6.00164e-12	-2.38814e-23	8.66039e-20	2.70323e-05	2.49598e-12
0.0132	0	-0.006	-1.4255e-05	1.14488e-11	-5.55906e-22	8.13458e-20	3.09835e-05	6.83929e-12
0.0132	0	-0.0048	-1.39378e-05	2.97778e-12	-4.78481e-23	7.29098e-20	3.5436e-05	2.99623e-12
0.0132	0	-0.0036	-1.25259e-05	2.90928e-11	-5.92659e-22	6.05514e-20	4.01395e-05	3.15173e-11
0.0132	0	-0.0024	-9.6746e-06	1.16077e-10	-1.9961e-22	4.38431e-20	4.4539e-05	2.10559e-10
0.0132	0	-0.0012	-5.33274e-06	1.31156e-10	-7.67855e-23	2.31503e-20	4.77787e-05	4.98809e-10
0.0132	0	-1.34441e-17	-6.18303e-20	1.874e-24	-2.94288e-36	2.64378e-34	4.8986e-05	6.45623e-10
0.0132	0	0.0012	5.33274e-06	1.31156e-10	1.46898e-22	2.31503e-20	4.77787e-05	4.98809e-10
0.0132	0	0.0024	9.6746e-06	1.16077e-10	2.91879e-22	4.38431e-20	4.4539e-05	2.10559e-10
0.0132	0	0.0036	1.25259e-05	2.90928e-11	2.91492e-22	6.05514e-20	4.01395e-05	3.15173e-11
0.0132	0	0.0048	1.39378e-05	2.97778e-12	3.2954e-22	7.29098e-20	3.5436e-05	2.99623e-12
0.0132	0	0.006	1.4255e-05	1.14488e-11	1.83438e-22	8.13458e-20	3.09835e-05	6.83929e-12
0.0132	0	0.0072	1.38635e-05	6.00164e-12	2.95133e-22	8.66039e-20	2.70323e-05	2.49598e-12
0.0132	0	0.0084	1.30709e-05	1.23848e-12	-1.4116e-22	8.94395e-20	2.36381e-05	3.46886e-13
0.0132	0	0.0096	1.20869e-05	2.45368e-14	5.40362e-22	9.04918e-20	2.07623e-05	1.95782e-15
0.0132	0	0.0108	1.10411e-05	7.4973e-14	-1.09379e-21	9.02585e-20	1.83337e-05	1.20871e-14
0.0132	0	0.012	1.00082e-05	5.13893e-14	-2.28398e-22	8.91125e-20	1.62776e-05	4.48117e-15
0.0132	0	0.0132	9.02844e-06	1.46541e-14	-3.67137e-22	8.73285e-20	1.45271e-05	5.52729e-16
0.0132	0	0.0144	8.12099e-06	1.65907e-15	5.23951e-23	8.51077e-20	1.30267e-05	3.47676e-18
0.0132	0	0.0156	7.29288e-06	1.33604e-16	-2.86268e-22	8.25975e-20	1.17316e-05	4.91633e-18
0.0132	0	0.0168	6.54425e-06	3.77218e-16	-2.01707e-22	7.99063e-20	1.06059e-05	3.77592e-18
0.0132	0	0.018	5.87154e-06	2.15519e-16	-2.59953e-22	7.71138e-20	9.62111e-06	9.60341e-18
0.0132	0	0.0192	5.26941e-06	7.13273e-17	-3.16316e-22	7.42787e-20	8.7546e-06	6.68226e-18
0.0132	0	0.0204	4.73173e-06	1.34476e-17	-7.73219e-22	7.14445e-20	7.98813e-06	2.29322e-18
0.0132	0	0.0216	4.2523e-06	3.15787e-19	-1.66753e-22	6.86426e-20	7.30697e-06	1.72207e-19
0.0132	0	0.0228	3.82511e-06	1.225e-18	-2.2973e-22	6.58961e-20	6.6991e-06	3.23511e-19
0.0132	0	0.024	3.44455e-06	1.35729e-18	-2.3313e-22	6.32213e-20	6.15462e-06	4.63489e-19
0.0132	0	0.0252	3.10548e-06	7.9637e-19	-1.82725e-22	6.06296e-20	5.66531e-06	2.59131e-19
0.0132	0	0.0264	2.80326e-06	3.37355e-19	-2.02568e-22	5.81284e-20	5.22429e-06	1.04076e-19
0.0132	0	0.0276	2.5337e-06	1.06205e-19	-2.49747e-22	5.57223e-20	4.82573e-06	5.35763e-20
0.0132	0	0.0288	2.2931e-06	5.87033e-20	-3.00296e-22	5.34136e-20	4.46467e-06	4.95678e-20
0.0132	0	0.03	2.07814e-06	5.57585e-20	-2.35703e-22	5.12029e-20	4.13687e-06	4.59285e-20
0.0132	0	0.0312	1.8859e-06	5.30221e-20	-1.91901e-22	4.90897e-20	3.83866e-06	4.26176e-20
0.0132	0	0.0324	1.7138e-06	5.04747e-20	9.82608e-24	4.70722e-20	3.56686e-06	3.96e-20
0.0132	0	0.0336	1.55955e-06	4.80991e-20	-1.66875e-22	4.51482e-20	3.31869e-06	3.68449e-20
0.0132	0	0.0348	1.42114e-06	4.58801e-20	-3.65303e-22	4.33148e-20	3.09174e-06	3.43252e-20
0.0132	0	0.036	1.29678e-06	4.38043e-20	-2.13079e-22	4.15689e-20	2.88386e-06	3.20173e-20
0.0132	0	0.0372	1.18492e-06	4.18597e-20	-2.20887e-22	3.99071e-20	2.69317e-06	2.99002e-20
0.0132	0	0.0384	1.08417e-06	4.00354e-20	-1.90895e-22	3.83258e-20	2.51801e-06	2.79555e-20
0.0132	0	0.0396	9.9331e-07	3.83218e-20	-1.43077e-22	3.68215e-20	2.35688e-06	2.61666e-20
0.0132	0	0.0408	9.11267e-07	3.67103e-20	-2.52793e-22	3.53905e-20	2.20848e-06	2.4519e-20
0.0132	0	0.042	8.37089e-07	3.51931e-20	-8.23936e-23	3.40294e-20	2.07162e-06	2.29996e-20
0.0132	0	0.0432	7.69937e-07	3.37631e-20	-1.00718e-22	3.27347e-20	1.94526e-06	2.15967e-20
0.0132	0	0.0444	7.09066e-07	3.24139e-20	-2.21858e-22	3.1503e-20	1.82845e-06	2.02999e-20
0.0132	0	0.0456	6.53819e-07	3.11397e-20	-6.59533e-23	3.0331e-20	1.72034e-06	1.90997e-20
0.0132	0	0.0468	6.03613e-07	2.99351e-20	-1.59768e-23	2.92156e-20	1.62018e-06	1.79877e-20
0.0132	0	0.048	5.57931e-07	2.87955e-20	-1.44252e-22	2.81538e-20	1.52728e-06	1.69563e-20
0.0132	0	0.0492	5.16313e-07	2.77162e-20	-9.44898e-23	2.71427e-20	1.44103e-06	1.59986e-20
0.0132	0	0.0504	4.7835e-07	2.66934e-20	-1.16043e-22	2.61797e-20	1.36085e-06	1.51085e-20
0.0132	0	0.0516	4.43681e-07	2.57232e-20	-1.17615e-22	2.52621e-20	1.28625e-06	1.42803e-20
0.0132	0	0.0528	4.1198e-07	2.48022e-20	-4.79145e-23	2.43874e-20	1.21678e-06	1.3509e-20
0.0132	0	0.054	3.8296e-07	2.39273e-20	-4.69433e-23	2.35534e-20	1.15201e-06	1.27899e-20
0.0132	0	0.0552	3.56363e-07	2.30956e-20	-7.06412e-23	2.27578e-20	1.09157e-06	1.21189e-20
0.0132	0	0.0564	3.31958e-07	2.23044e-20	-1.19033e-22	2.19986e-20	1.03512e-06	1.14922e-20
0.0132	0	0.0576	3.0954e-07	2.15511e-20	2.78731e-23	2.12738e-20	9.82349e-07	1.09063e-20
0.0132	0	0.0588	2.88923e-07	2.08336e-20	-1.11887e-22	2.05816e-20	9.32969e-07	1.0358e-20
0.0132	0	0.06	2.69943e-07	2.01496e-20	-5.84873e-23	1.99201e-20	8.86724e-07	9.84462e-21
0.0144	0	-0.06	-2.89605e-07	1.99816e-20	3.22762e-23	1.97203e-20	8.67908e-07	9.63572e-21
0.0144	0	-0.0588	-3.09817e-07	2.06562e-20	9.64061e-23	2.03691e-20	9.12549e-07	1.01313e-20
0.0144	0	-0.0576	-3.31758e-07	2.13638e-20	6.22604e-23	2.10478e-20	9.60163e-07	1.066e-20
0.0144	0	-0.0564	-3.556e-07	2.21066e-20	1.35924e-22	2.17579e-20	1.01099e-06	1.12243e-20
0.0144	0	-0.0552	-3.81538e-07	2.28867e-20	1.2898e-22	2.25014e-20	1.0653e-06	1.18272e-20
0.0144	0	-0.054	-4.09786e-07	2.37067e-20	3.36058e-23	2.32801e-20	1.12337e-06	1.24719e-20
0.0144	0	-0.0528	-4.40585e-07	2.45693e-20	7.46951e-23	2.40959e-20	1.18552e-06	1.31619e-20
0.0144	0	-0.0516	-4.74205e-07	2.54773e-20	1.26811e-22	2.49509e-20	1.2521e-06	1.39011e-20
0.0144	0	-0.0504	-5.10946e-07	2.64338e-20	1.32404e-22	2.58474e-20	1.32349e-06	1.46937e-20
0.0144	0	-0.0492	-5.51145e-07	2.74424e-20	1.09272e-22	2.67878e-20	1.40011e-06	1.55444e-20
0.0144	0	-0.048	-5.95183e-07	2.85068e-20	8.01209e-23	2.77744e-20	1.48242e-06	1.64582e-20
0.0144	0	-0.0468	-6.43483e-07	2.96309e-20	8.05395e-23	2.88098e-20	1.57093e-06	1.74408e-20
0.0144	0	-0.0456	-6.96524e-07	3.08194e-20	8.12821e-23	2.98969e-20	1.6662e-06	1.84985e-20
0.0144	0	-0.0444	-7.54845e-07	3.20771e-20	7.21597e-23	3.10384e-20	1.76886e-06	1.96382e-20
0.0144	0	-0.0432	-8.19053e-07	3.34095e-20	6.14029e-23	3.22374e-20	1.87958e-06	2.08676e-20
0.0144	0	-0.042	-8.89832e-07	3.48224e-20	1.12065e-22	3.3497e-20	1.99915e-06	2.2195e-20
0.0144	0	-0.0408	-9.67957e-07	3.63226e-20	1.1347e-22	3.48203e-20	2.1284e-06	2.363e-20
0.0144	0	-0.0396	-1.0543e-06	3.79173e-20	1.20896e-22	3.62107e-20	2.26829e-06	2.51831e-20
0.0144	0	-0.0384	-1.14986e-06	3.96148e-20	3.99169e-23	3.76717e-20	2.41986e-06	2.68659e-20
0.0144	0	-0.0372	-1.25575e-06	4.14242e-20	1.40421e-23	3.92067e-20	2.58431e-06	2.86916e-20
0.0144	0	-0.036	-1.37325e-06	4.33556e-20	1.90587e-22	4.08193e-20	2.76295e-06	3.06749e-20
0.0144	0	-0.0348	-1.50381e-06	4.54207e-20	1.06892e-22	4.25128e-20	2.95727e-06	3.28323e-20
0.0144	0	-0.0336	-1.64907e-06	4.76325e-20	2.25349e-22	4.42909e-20	3.16896e-06	3.51825e-20
0.0144	0	-0.0324	-1.81091e-06	5.00058e-20	1.8385e-22	4.61566e-20	3.3999e-06	3.77465e-20
0.0144	0	-0.0312	-1.99145e-06	5.25574e-20	1.23637e-22	4.81133e-20	3.65227e-06	4.05484e-20
0.0144	0	-0.03	-2.19314e-06	5.53066e-20	1.63715e-22	5.01634e-20	3.92854e-06	4.36156e-20
0.0144	0	-0.0288	-2.41876e-06	1.42185e-19	1.94692e-22	5.23093e-20	4.23154e-06	4.69795e-20
0.0144	0	-0.0276	-2.67146e-06	4.01111e-19	5.33637e-23	5.45525e-20	4.56454e-06	1.24772e-19
0.0144	0	-0.0264	-2.95486e-06	8.63303e-19	2.11227e-22	5.68936e-20	4.93135e-06	2.71356e-19
0.0144	0	-0.0252	-3.27311e-06	1.32918e-18	3.18346e-22	5.93319e-20	5.33645e-06	4.2149e-19
0.0144	0	-0.024	-3.63092e-06	9.61716e-19	2.61042e-22	6.18653e-20	5.7851e-06	2.83899e-19
0.0144	0	-0.0228	-4.03368e-06	8.44987e-19	2.7459e-22	6.44892e-20	6.28359e-06	4.76202e-19
0.0144	0	-0.0216	-4.48752e-06	1.61349e-17	3.02033e-22	6.71964e-20	6.83952e-06	6.05524e-18
0.0144	0	-0.0204	-4.99939e-06	7.65195e-17	3.69781e-23	6.99759e-20	7.46212e-06	1.98965e-17
0.0144	0	-0.0192	-5.57714e-06	2.17613e-16	6.89039e-23	7.28117e-20	8.16281e-06	3.33948e-17
0.0144	0	-0.018	-6.22952e-06	3.59461e-16	6.9853e-22	7.56814e-20	8.95582e-06	2.87288e-17
0.0144	0	-0.0168	-6.96614e-06	9.59169e-17	-7.95798e-23	7.85532e-20	9.85919e-06	2.68287e-19
0.0144	0	-0.0156	-7.79723e-06	1.84729e-15	-5.43566e-23	8.13836e-20	1.0896e-05	6.78411e-17
0.0144	0	-0.0144	-8.73306e-06	1.53262e-14	-4.20596e-22	8.41119e-20	1.20964e-05	2.44165e-17
0.0144	0	-0.0132	-9.78278e-06	5.26776e-14	2.81404e-23	8.66535e-20	1.34997e-05	9.54878e-16
0.0144	0	-0.012	-1.0952e-05	7.088e-14	3.35794e-22	8.88897e-20	1.51582e-05	4.8439e-15
0.0144	0	-0.0108	-1.22381e-05	6.32468e-14	-5.30773e-22	9.06522e-20	1.71418e-05	2.46017e-15
0.0144	0	-0.0096	-1.36215e-05	1.82957e-12	-3.62408e-22	9.16994e-20	1.95428e-05	2.69728e-13
0.0144	0	-0.0084	-1.50493e-05	8.47122e-12	-5.62429e-22	9.16815e-20	2.24817e-05	2.06153e-12
0.0144	0	-0.0072	-1.64052e-05	1.17006e-11	-8.30131e-22	9.00913e-20	2.61064e-05	4.45679e-12
0.0144	0	-0.006	-1.74602e-05	1.69354e-11	-8.12169e-22	8.62019e-20	3.05741e-05	7.02744e-12
0.0144	0	-0.0048	-1.78021e-05	3.09947e-10	-1.14375e-21	7.90165e-20	3.59844e-05	2.12665e-10
0.0144	0	-0.0036	-1.67794e-05	9.92785e-10	-1.28318e-21	6.73156e-20	4.22103e-05	1.02621e-09
0.0144	0	-0.0024	-1.35933e-05	1.12577e-09	-9.88453e-22	4.9997e-20	4.85956e-05	1.90747e-09
0.0144	0	-0.0012	-7.77632e-06	4.00846e-10	-3.53378e-22	2.69269e-20	5.37018e-05	1.46963e-09
0.0144	0	-1.34441e-17	-9.14607e-20	2.58599e-24	-4.57248e-36	3.09854e-34	5.57027e-05	8.97822e-10
0.0144	0	0.0012	7.77632e-06	4.00846e-10	4.43891e-22	2.69269e-20	5.37018e-05	1.46963e-09
0.0144	0	0.0024	1.35933e-05	1.12577e-09	5.89773e-22	4.9997e-20	4.85956e-05	1.90747e-09
0.0144	0	0.0036	1.67794e-05	9.92785e-10	6.58868e-22	6.73156e-20	4.22103e-05	1.02621e-09
0.0144	0	0.0048	1.78021e-05	3.09947e-10	7.24881e-22	7.90165e-20	3.59844e-05	2.12665e-10
0.0144	0	0.006	1.74602e-05	1.69354e-11	9.35289e-22	8.62019e-20	3.05741e-05	7.02744e-12
0.0144	0	0.0072	1.64052e-05	1.17006e-11	7.94545e-22	9.00913e-20	2.61064e-05	4.45679e-12
0.0144	0	0.0084	1.50493e-05	8.47122e-12	4.71028e-22	9.16815e-20	2.24817e-05	2.06153e-12
0.0144	0	0.0096	1.36215e-05	1.82957e-12	3.31863e-22	9.16994e-20	1.95428e-05	2.69728e-13
0.0144	0	0.0108	1.22381e-05	6.32468e-14	4.78014e-23	9.06522e-20	1.71418e-05	2.46017e-15
0.0144	0	0.012	1.0952e-05	7.088e-14	4.12981e-22	8.88897e-20	1.51582e-05	4.8439e-15
0.0144	0	0.0132	9.78278e-06	5.26776e-14	2.37627e-22	8.66535e-20	1.34997e-05	9.54876e-16
0.0144	0	0.0144	8.73306e-06	1.53262e-14	-1.06771e-22	8.41119e-20	1.20964e-05	2.44165e-17
0.0144	0	0.0156	7.79723e-06	1.84729e-15	-1.23269e-22	8.13836e-20	1.0896e-05	6.78413e-17
0.0144	0	0.0168	6.96614e-06	9.59171e-17	2.66104e-22	7.85532e-20	9.85919e-06	2.6825e-19
0.0144	0	0.018	6.22952e-06	3.59461e-16	-4.52503e-22	7.56814e-20	8.95582e-06	2.87291e-17
0.0144	0	0.0192	5.57714e-06	2.17613e-16	-2.60699e-22	7.28117e-20	8.16281e-06	3.33948e-17
0.0144	0	0.0204	4.99939e-06	7.65195e-17	2.21729e-22	6.99759e-20	7.46212e-06	1.98965e-17
0.0144	0	0.0216	4.48752e-06	1.61349e-17	5.05639e-23	6.71964e-20	6.83952e-06	6.05514e-18
0.0144	0	0.0228	4.03368e-06	8.44971e-19	-2.09465e-22	6.44892e-20	6.28359e-06	4.76121e-19
0.0144	0	0.024	3.63092e-06	9.61733e-19	5.32716e-25	6.18653e-20	5.7851e-06	2.83836e-19
0.0144	0	0.0252	3.27311e-06	1.32919e-18	-3.59579e-22	5.93319e-20	5.33645e-06	4.2149e-19
0.0144	0	0.0264	2.95486e-06	8.6332e-19	-4.06094e-22	5.68936e-20	4.93135e-06	2.71342e-19
0.0144	0	0.0276	2.67146e-06	4.01105e-19	-8.80395e-23	5.45525e-20	4.56454e-06	1.24782e-19
0.0144	0	0.0288	2.41876e-06	1.42175e-19	-2.38091e-22	5.23093e-20	4.23154e-06	4.69795e-20
0.0144	0	0.03	2.19314e-06	5.53066e-20	-9.05438e-23	5.01634e-20	3.92854e-06	4.36156e-20
0.0144	0	0.0312	1.99145e-06	5.25574e-20	-7.75177e-23	4.81133e-20	3.65227e-06	4.05484e-20
0.0144	0	0.0324	1.81091e-06	5.00058e-20	1.49032e-22	4.61566e-20	3.3999e-06	3.77465e-20
0.0144	0	0.0336	1.64907e-06	4.76325e-20	8.45129e-23	4.42909e-20	3.16896e-06	3.51825e-20
0.0144	0	0.0348	1.50381e-06	4.54207e-20	-1.39985e-22	4.25128e-20	2.95727e-06	3.28323e-20
0.0144	0	0.036	1.37325e-06	4.33556e-20	-2.81216e-22	4.08193e-20	2.76295e-06	3.06749e-20
0.0144	0	0.0372	1.25575e-06	4.14242e-20	1.82823e-23	3.92067e-20	2.58431e-06	2.86916e-20
0.0144	0	0.0384	1.14986e-06	3.96148e-20	-5.37473e-23	3.76717e-20	2.41986e-06	2.68659e-20
0.0144	0	0.0396	1.0543e-06	3.79173e-20	-1.67237e-22	3.62107e-20	2.26829e-06	2.51831e-20
0.0144	0	0.0408	9.67957e-07	3.63226e-20	-1.53696e-22	3.48203e-20	2.1284e-06	2.363e-20
0.0144	0	0.042	8.89832e-07	3.48224e-20	-9.86592e-23	3.3497e-20	1.99915e-06	2.2195e-20
0.0144	0	0.0432	8.19053e-07	3.34095e-20	-1.44812e-23	3.22374e-20	1.87958e-06	2.08676e-20
0.0144	0	0.0444	7.54845e-07	3.20771e-20	-1.87669e-22	3.10384e-20	1.76886e-06	1.96382e-20
0.0144	0	0.0456	6.96524e-07	3.08194e-20	-7.17782e-23	2.98969e-20	1.6662e-06	1.84985e-20
0.0144	0	0.0468	6.43483e-07	2.96309e-20	-1.49383e-22	2.88098e-20	1.57093e-06	1.74408e-20
0.0144	0	0.048	5.95183e-07	2.85068e-20	-8.13688e-23	2.77744e-20	1.48242e-06	1.64582e-20
0.0144	0	0.0492	5.51145e-07	2.74424e-20	5.84101e-24	2.67878e-20	1.40011e-06	1.55444e-20
0.0144	0	0.0504	5.10946e-07	2.64338e-20	-1.33263e-22	2.58474e-20	1.32349e-06	1.46937e-20
0.0144	0	0.0516	4.74205e-07	2.54773e-20	-8.19626e-25	2.49509e-20	1.2521e-06	1.39011e-20
0.0144	0	0.0528	4.40585e-07	2.45693e-20	-9.0889e-23	2.40959e-20	1.18552e-06	1.31619e-20
0.0144	0	0.054	4.09786e-07	2.37067e-20	-8.01605e-23	2.32801e-20	1.12337e-06	1.24719e-20
0.0144	0	0.0552	3.81538e-07	2.28867e-20	-4.31196e-23	2.25014e-20	1.0653e-06	1.18272e-20
0.0144	0	0.0564	3.556e-07	2.21066e-20	-1.00234e-22	2.17579e-20	1.01099e-06	1.12243e-20
0.0144	0	0.0576	3.31758e-07	2.13638e-20	-6.60337e-23	2.10478e-20	9.60163e-07	1.066e-20
0.0144	0	0.0588	3.09817e-07	2.06562e-20	-1.01284e-22	2.03691e-20	9.12549e-07	1.01313e-20
0.0144	0	0.06	2.89605e-07	1.99816e-20	-3.94586e-23	1.97203e-20	8.67908e-07	9.63572e-21
0.0156	0	-0.06	-3.08115e-07	1.98003e-20	6.98191e-23	1.95063e-20	8.47957e-07	9.41421e-21
0.0156	0	-0.0588	-3.29447e-07	2.04648e-20	6.05752e-23	2.01416e-20	8.90911e-07	9.89109e-21
0.0156	0	-0.0576	-3.52586e-07	2.11616e-20	1.51514e-22	2.08057e-20	9.36671e-07	1.03991e-20
0.0156	0	-0.0564	-3.77713e-07	2.18929e-20	1.22223e-22	2.15003e-20	9.85459e-07	1.09408e-20
0.0156	0	-0.0552	-4.05027e-07	2.2661e-20	1.58164e-23	2.2227e-20	1.03752e-06	1.15188e-20
0.0156	0	-0.054	-4.34751e-07	2.34682e-20	5.54401e-23	2.29877e-20	1.09311e-06	1.21359e-20
0.0156	0	-0.0528	-4.67135e-07	2.43173e-20	-8.3886e-24	2.37841e-20	1.15252e-06	1.27956e-20
0.0156	0	-0.0516	-5.02455e-07	2.5211e-20	1.17094e-22	2.46183e-20	1.21608e-06	1.35012e-20
0.0156	0	-0.0504	-5.41023e-07	2.61525e-20	1.12186e-22	2.54924e-20	1.28411e-06	1.42565e-20
0.0156	0	-0.0492	-5.83186e-07	2.71453e-20	6.1061e-24	2.64085e-20	1.35702e-06	1.50659e-20
0.0156	0	-0.048	-6.29335e-07	2.8193e-20	1.0918e-22	2.73691e-20	1.43521e-06	1.5934e-20
0.0156	0	-0.0468	-6.79907e-07	2.92998e-20	3.8445e-23	2.83766e-20	1.51913e-06	1.68658e-20
0.0156	0	-0.0456	-7.35395e-07	3.04701e-20	9.04221e-23	2.94335e-20	1.60931e-06	1.78669e-20
0.0156	0	-0.0444	-7.96351e-07	3.1709e-20	3.88922e-23	3.05425e-20	1.70629e-06	1.89436e-20
0.0156	0	-0.0432	-8.634e-07	3.30218e-20	8.57689e-23	3.17066e-20	1.81069e-06	2.01027e-20
0.0156	0	-0.042	-9.37247e-07	3.44147e-20	7.61991e-23	3.29285e-20	1.92319e-06	2.13517e-20
0.0156	0	-0.0408	-1.01868e-06	3.58945e-20	1.51395e-22	3.42115e-20	2.04454e-06	2.2699e-20
0.0156	0	-0.0396	-1.10861e-06	3.74686e-20	6.39799e-24	3.55586e-20	2.17558e-06	2.41538e-20
0.0156	0	-0.0384	-1.20805e-06	3.91456e-20	2.65289e-22	3.69731e-20	2.31725e-06	2.57266e-20
0.0156	0	-0.0372	-1.31816e-06	4.09349e-20	1.14175e-22	3.84584e-20	2.47056e-06	2.74287e-20
0.0156	0	-0.036	-1.44024e-06	4.28472e-20	1.32507e-22	4.00178e-20	2.63669e-06	2.92731e-20
0.0156	0	-0.0348	-1.5758e-06	4.48947e-20	1.43631e-22	4.16548e-20	2.81693e-06	3.12742e-20
0.0156	0	-0.0336	-1.72653e-06	4.70913e-20	2.87099e-22	4.33726e-20	3.01275e-06	3.34482e-20
0.0156	0	-0.0324	-1.89439e-06	4.94527e-20	2.03149e-22	4.51748e-20	3.22579e-06	3.58135e-20
0.0156	0	-0.0312	-2.08158e-06	5.19972e-20	3.87273e-22	4.70644e-20	3.45793e-06	3.83907e-20
0.0156	0	-0.03	-2.29065e-06	1.62292e-19	2.03348e-22	4.90444e-20	3.71129e-06	5.30258e-20
0.0156	0	-0.0288	-2.52453e-06	4.2471e-19	2.33567e-22	5.11174e-20	3.98834e-06	1.38777e-19
0.0156	0	-0.0276	-2.78658e-06	8.62774e-19	2.58075e-22	5.32857e-20	4.29189e-06	2.81645e-19
0.0156	0	-0.0264	-3.08066e-06	1.25746e-18	-6.87492e-23	5.55508e-20	4.62524e-06	4.06077e-19
0.0156	0	-0.0252	-3.41125e-06	8.31972e-19	7.57008e-24	5.79133e-20	4.99225e-06	2.4472e-19
0.0156	0	-0.024	-3.78353e-06	9.25628e-19	8.03421e-23	6.0373e-20	5.3975e-06	4.46528e-19
0.0156	0	-0.0228	-4.20352e-06	1.52182e-17	2.97382e-22	6.29279e-20	5.84646e-06	6.34877e-18
0.0156	0	-0.0216	-4.67822e-06	6.98797e-17	2.21931e-22	6.55741e-20	6.3458e-06	2.87456e-17
0.0156	0	-0.0204	-5.21581e-06	1.97254e-16	-1.23195e-22	6.83055e-20	6.90369e-06	7.01443e-17
0.0156	0	-0.0192	-5.82585e-06	3.35883e-16	4.38649e-22	7.11121e-20	7.53033e-06	8.65155e-17
0.0156	0	-0.018	-6.51954e-06	1.3236e-16	1.09465e-22	7.39796e-20	8.23862e-06	1.12756e-17
0.0156	0	-0.0168	-7.30995e-06	1.29822e-15	-1.35403e-22	7.68875e-20	9.04519e-06	2.03836e-16
0.0156	0	-0.0156	-8.21237e-06	1.22051e-14	-3.69136e-23	7.98067e-20	9.97183e-06	8.74609e-16
0.0156	0	-0.0144	-9.2444e-06	4.53721e-14	1.51082e-22	8.26959e-20	1.10476e-05	1.08822e-15
0.0156	0	-0.0132	-1.04259e-05	7.19058e-14	-7.39471e-23	8.54961e-20	1.23121e-05	1.01821e-16
