#x	y	z	Bx	Bx_err	By	By_err	Bz	Bz_err
-0.06	0	-0.06	3.02287e-07	9.27125e-16	5.32561e-23	8.55318e-21	1.16373e-07	8.45728e-16
-0.06	0	-0.0588	3.12056e-07	1.28014e-15	1.44071e-23	8.64624e-21	1.14036e-07	1.18932e-15
-0.06	0	-0.0576	3.22047e-07	1.76903e-15	-1.9881e-23	8.73726e-21	1.11308e-07	1.67452e-15
-0.06	0	-0.0564	3.3225e-07	2.44634e-15	2.87711e-23	8.8259e-21	1.08158e-07	2.36022e-15
-0.06	0	-0.0552	3.42652e-07	3.38478e-15	4.58408e-23	8.91183e-21	1.04555e-07	3.32987e-15
-0.06	0	-0.054	3.53238e-07	4.68498e-15	4.2282e-23	8.99466e-21	1.00465e-07	4.70168e-15
-0.06	0	-0.0528	3.63992e-07	6.48592e-15	5.25725e-23	9.074e-21	9.58545e-08	6.64296e-15
-0.06	0	-0.0516	3.74892e-07	8.97924e-15	3.33731e-23	9.14942e-21	9.06876e-08	9.39032e-15
-0.06	0	-0.0504	3.85914e-07	1.24287e-14	3.26397e-23	9.22045e-21	8.49272e-08	1.3278e-14
-0.06	0	-0.0492	3.9703e-07	1.71961e-14	4.66263e-23	9.28661e-21	7.85351e-08	1.87774e-14
-0.06	0	-0.048	4.08208e-07	2.3777e-14	4.53847e-24	9.34739e-21	7.14724e-08	2.65521e-14
-0.06	0	-0.0468	4.1941e-07	3.28469e-14	7.1409e-23	9.40221e-21	6.36993e-08	3.75345e-14
-0.06	0	-0.0456	4.30595e-07	4.53241e-14	3.04883e-23	9.45051e-21	5.51757e-08	5.30306e-14
-0.06	0	-0.0444	4.41716e-07	6.24506e-14	4.45105e-24	9.49165e-21	4.58611e-08	7.48654e-14
-0.06	0	-0.0432	4.5272e-07	8.58983e-14	1.24446e-23	9.52499e-21	3.57158e-08	1.05579e-13
-0.06	0	-0.042	4.63549e-07	1.17905e-13	7.74845e-23	9.54983e-21	2.47004e-08	1.48695e-13
-0.06	0	-0.0408	4.74136e-07	1.61448e-13	2.48615e-23	9.56547e-21	1.27771e-08	2.09078e-13
-0.06	0	-0.0396	4.8441e-07	2.20457e-13	6.89329e-23	9.57113e-21	-9.00572e-11	2.93409e-13
-0.06	0	-0.0384	4.94292e-07	3.0008e-13	2.81077e-23	9.56605e-21	-1.39344e-08	4.10819e-13
-0.06	0	-0.0372	5.03696e-07	4.06999e-13	3.22512e-23	9.54941e-21	-2.87857e-08	5.737e-13
-0.06	0	-0.036	5.12528e-07	5.49798e-13	1.98668e-23	9.52037e-21	-4.46693e-08	7.9876e-13
-0.06	0	-0.0348	5.20687e-07	7.39374e-13	7.19838e-23	9.47807e-21	-6.16053e-08	1.10835e-12
-0.06	0	-0.0336	5.28065e-07	9.89377e-13	4.08608e-23	9.42163e-21	-7.96072e-08	1.53209e-12
-0.06	0	-0.0324	5.34546e-07	1.31665e-12	-8.74744e-25	9.35016e-21	-9.86807e-08	2.10889e-12
-0.06	0	-0.0312	5.40009e-07	1.74162e-12	-5.30465e-25	9.26277e-21	-1.18823e-07	2.8893e-12
-0.06	0	-0.03	5.44325e-07	2.28851e-12	5.24621e-23	9.15856e-21	-1.40019e-07	3.93819e-12
-0.06	0	-0.0288	5.4736e-07	2.98544e-12	7.15217e-23	9.03664e-21	-1.62245e-07	5.33769e-12
-0.06	0	-0.0276	5.48976e-07	3.86396e-12	3.79694e-23	8.89615e-21	-1.85461e-07	7.18525e-12
-0.06	0	-0.0264	5.49034e-07	4.95829e-12	-1.5203e-23	8.73626e-21	-2.09615e-07	9.60733e-12
-0.06	0	-0.0252	5.47391e-07	6.30126e-12	4.70186e-23	8.55617e-21	-2.34636e-07	1.27538e-11
-0.06	0	-0.024	5.43905e-07	7.92516e-12	4.35853e-23	8.35517e-21	-2.60439e-07	1.68002e-11
-0.06	0	-0.0228	5.3844e-07	9.85988e-12	2.98227e-23	8.13259e-21	-2.86918e-07	2.19471e-11
-0.06	0	-0.0216	5.30863e-07	1.2124e-11	1.92083e-23	7.88787e-21	-3.1395e-07	2.84172e-11
-0.06	0	-0.0204	5.2105e-07	1.47209e-11	5.37711e-23	7.62055e-21	-3.4139e-07	3.64476e-11
-0.06	0	-0.0192	5.08891e-07	1.76326e-11	1.85445e-23	7.3303e-21	-3.69076e-07	4.62791e-11
-0.06	0	-0.018	4.94288e-07	2.08129e-11	4.14665e-23	7.01693e-21	-3.96823e-07	5.81395e-11
-0.06	0	-0.0168	4.77166e-07	2.41817e-11	3.43548e-23	6.68041e-21	-4.24431e-07	7.22219e-11
-0.06	0	-0.0156	4.57469e-07	2.76207e-11	-2.17538e-24	6.32089e-21	-4.51681e-07	8.86591e-11
-0.06	0	-0.0144	4.35171e-07	3.09715e-11	3.69821e-24	5.9387e-21	-4.78339e-07	1.07493e-10
-0.06	0	-0.0132	4.10272e-07	3.40386e-11	9.8141e-24	5.53439e-21	-5.04161e-07	1.28647e-10
-0.06	0	-0.012	3.82806e-07	3.6597e-11	2.01784e-23	5.10873e-21	-5.28891e-07	1.51894e-10
-0.06	0	-0.0108	3.52843e-07	3.84053e-11	3.07058e-23	4.66269e-21	-5.52272e-07	1.76837e-10
-0.06	0	-0.0096	3.20488e-07	3.9225e-11	9.71554e-24	4.19749e-21	-5.74046e-07	2.02903e-10
-0.06	0	-0.0084	2.85883e-07	3.88429e-11	6.95171e-24	3.71456e-21	-5.93962e-07	2.29342e-10
-0.06	0	-0.0072	2.4921e-07	3.70969e-11	1.15071e-23	3.21555e-21	-6.11779e-07	2.55258e-10
-0.06	0	-0.006	2.10685e-07	3.38998e-11	8.18595e-24	2.70233e-21	-6.27274e-07	2.79647e-10
-0.06	0	-0.0048	1.70559e-07	2.92584e-11	3.87487e-24	2.17694e-21	-6.40248e-07	3.01464e-10
-0.06	0	-0.0036	1.29111e-07	2.32851e-11	8.27994e-24	1.6416e-21	-6.50527e-07	3.19695e-10
-0.06	0	-0.0024	8.66485e-08	1.61979e-11	4.11008e-24	1.09868e-21	-6.57972e-07	3.33441e-10
-0.06	0	-0.0012	4.3498e-08	8.30887e-12	2.67264e-24	5.50629e-22	-6.62481e-07	3.41993e-10
-0.06	0	-1.34441e-17	4.87979e-22	9.38861e-26	3.69624e-38	6.17376e-36	-6.63991e-07	3.44895e-10
-0.06	0	0.0012	-4.3498e-08	8.30887e-12	-3.34859e-24	5.50629e-22	-6.62481e-07	3.41993e-10
-0.06	0	0.0024	-8.66485e-08	1.61979e-11	-2.38589e-24	1.09868e-21	-6.57972e-07	3.33441e-10
-0.06	0	0.0036	-1.29111e-07	2.32851e-11	-4.27192e-24	1.6416e-21	-6.50527e-07	3.19695e-10
-0.06	0	0.0048	-1.70559e-07	2.92584e-11	-1.17209e-23	2.17694e-21	-6.40248e-07	3.01464e-10
-0.06	0	0.006	-2.10685e-07	3.38998e-11	-1.4805e-23	2.70233e-21	-6.27274e-07	2.79647e-10
-0.06	0	0.0072	-2.4921e-07	3.70969e-11	-1.11507e-23	3.21555e-21	-6.11779e-07	2.55258e-10
-0.06	0	0.0084	-2.85883e-07	3.88429e-11	-3.58194e-25	3.71456e-21	-5.93962e-07	2.29342e-10
-0.06	0	0.0096	-3.20488e-07	3.9225e-11	-5.22106e-24	4.19749e-21	-5.74046e-07	2.02903e-10
-0.06	0	0.0108	-3.52843e-07	3.84053e-11	-1.18876e-23	4.66269e-21	-5.52272e-07	1.76837e-10
-0.06	0	0.012	-3.82806e-07	3.6597e-11	-2.96048e-23	5.10873e-21	-5.28891e-07	1.51894e-10
-0.06	0	0.0132	-4.10272e-07	3.40386e-11	-2.67748e-23	5.53439e-21	-5.04161e-07	1.28647e-10
-0.06	0	0.0144	-4.35171e-07	3.09715e-11	-2.21758e-23	5.9387e-21	-4.78339e-07	1.07493e-10
-0.06	0	0.0156	-4.57469e-07	2.76207e-11	-9.18745e-24	6.32089e-21	-4.51681e-07	8.86591e-11
-0.06	0	0.0168	-4.77166e-07	2.41817e-11	-2.21084e-23	6.68041e-21	-4.24431e-07	7.22219e-11
-0.06	0	0.018	-4.94288e-07	2.08129e-11	-5.40074e-23	7.01693e-21	-3.96823e-07	5.81395e-11
-0.06	0	0.0192	-5.08891e-07	1.76326e-11	-5.1798e-23	7.3303e-21	-3.69076e-07	4.62791e-11
-0.06	0	0.0204	-5.2105e-07	1.47209e-11	-2.92953e-23	7.62055e-21	-3.4139e-07	3.64476e-11
-0.06	0	0.0216	-5.30863e-07	1.2124e-11	-5.61117e-23	7.88787e-21	-3.1395e-07	2.84172e-11
-0.06	0	0.0228	-5.3844e-07	9.85988e-12	-4.30778e-23	8.13259e-21	-2.86918e-07	2.19471e-11
-0.06	0	0.024	-5.43905e-07	7.92516e-12	-3.08384e-23	8.35517e-21	-2.60439e-07	1.68002e-11
-0.06	0	0.0252	-5.47391e-07	6.30126e-12	-4.82127e-23	8.55617e-21	-2.34636e-07	1.27538e-11
-0.06	0	0.0264	-5.49034e-07	4.95829e-12	-3.56888e-23	8.73626e-21	-2.09615e-07	9.60733e-12
-0.06	0	0.0276	-5.48976e-07	3.86396e-12	-3.47642e-23	8.89615e-21	-1.85461e-07	7.18525e-12
-0.06	0	0.0288	-5.4736e-07	2.98544e-12	-6.8525e-23	9.03664e-21	-1.62245e-07	5.33769e-12
-0.06	0	0.03	-5.44325e-07	2.28851e-12	-3.04172e-23	9.15856e-21	-1.40019e-07	3.93819e-12
-0.06	0	0.0312	-5.40009e-07	1.74162e-12	-8.73423e-23	9.26277e-21	-1.18823e-07	2.8893e-12
-0.06	0	0.0324	-5.34546e-07	1.31665e-12	-3.08105e-23	9.35016e-21	-9.86807e-08	2.10889e-12
-0.06	0	0.0336	-5.28065e-07	9.89377e-13	-4.90672e-24	9.42163e-21	-7.96072e-08	1.53209e-12
-0.06	0	0.0348	-5.20687e-07	7.39374e-13	-4.60007e-23	9.47807e-21	-6.16053e-08	1.10835e-12
-0.06	0	0.036	-5.12528e-07	5.49798e-13	-1.73595e-23	9.52037e-21	-4.46693e-08	7.9876e-13
-0.06	0	0.0372	-5.03696e-07	4.06999e-13	-2.56512e-23	9.54941e-21	-2.87857e-08	5.737e-13
-0.06	0	0.0384	-4.94292e-07	3.0008e-13	-1.24372e-23	9.56605e-21	-1.39344e-08	4.10819e-13
-0.06	0	0.0396	-4.8441e-07	2.20457e-13	-6.39082e-23	9.57113e-21	-9.00572e-11	2.93409e-13
-0.06	0	0.0408	-4.74136e-07	1.61448e-13	-3.97524e-23	9.56547e-21	1.27771e-08	2.09078e-13
-0.06	0	0.042	-4.63549e-07	1.17905e-13	-3.9912e-23	9.54983e-21	2.47004e-08	1.48695e-13
-0.06	0	0.0432	-4.5272e-07	8.58983e-14	-3.04991e-23	9.52499e-21	3.57158e-08	1.05579e-13
-0.06	0	0.0444	-4.41716e-07	6.24506e-14	-7.54845e-23	9.49165e-21	4.58611e-08	7.48654e-14
-0.06	0	0.0456	-4.30595e-07	4.53241e-14	-3.14817e-23	9.45051e-21	5.51757e-08	5.30306e-14
-0.06	0	0.0468	-4.1941e-07	3.28469e-14	-2.51584e-23	9.40221e-21	6.36993e-08	3.75345e-14
-0.06	0	0.048	-4.08208e-07	2.3777e-14	-4.83477e-23	9.34739e-21	7.14724e-08	2.65521e-14
-0.06	0	0.0492	-3.9703e-07	1.71961e-14	-2.54464e-23	9.28661e-21	7.85351e-08	1.87774e-14
-0.06	0	0.0504	-3.85914e-07	1.24287e-14	-7.56792e-23	9.22045e-21	8.49272e-08	1.3278e-14
-0.06	0	0.0516	-3.74892e-07	8.97924e-15	-7.07076e-23	9.14942e-21	9.06876e-08	9.39032e-15
-0.06	0	0.0528	-3.63992e-07	6.48592e-15	-5.63581e-23	9.074e-21	9.58545e-08	6.64296e-15
-0.06	0	0.054	-3.53238e-07	4.68498e-15	-3.52469e-23	8.99466e-21	1.00465e-07	4.70168e-15
-0.06	0	0.0552	-3.42652e-07	3.38478e-15	-6.31806e-24	8.91183e-21	1.04555e-07	3.32987e-15
-0.06	0	0.0564	-3.3225e-07	2.44634e-15	-5.68721e-23	8.8259e-21	1.08158e-07	2.36022e-15
-0.06	0	0.0576	-3.22047e-07	1.76903e-15	-5.83896e-23	8.73726e-21	1.11308e-07	1.67452e-15
-0.06	0	0.0588	-3.12056e-07	1.28014e-15	-3.46748e-23	8.64624e-21	1.14036e-07	1.18932e-15
-0.06	0	0.06	-3.02287e-07	9.27125e-16	-6.27134e-24	8.55318e-21	1.16373e-07	8.45728e-16
-0.0588	0	-0.06	3.10507e-07	9.34042e-16	-4.91335e-24	8.7981e-21	1.26311e-07	8.33481e-16
-0.0588	0	-0.0588	3.20861e-07	1.29812e-15	4.89876e-24	8.8991e-21	1.24217e-07	1.17967e-15
-0.0588	0	-0.0576	3.31471e-07	1.80595e-15	6.47553e-24	8.99824e-21	1.21723e-07	1.67197e-15
-0.0588	0	-0.0564	3.4233e-07	2.51465e-15	5.76698e-23	9.09519e-21	1.18797e-07	2.37272e-15
-0.0588	0	-0.0552	3.53425e-07	3.50404e-15	5.61889e-23	9.1896e-21	1.15405e-07	3.37102e-15
-0.0588	0	-0.054	3.64745e-07	4.88549e-15	-5.22632e-23	9.28109e-21	1.11512e-07	4.79411e-15
-0.0588	0	-0.0528	3.76272e-07	6.81426e-15	6.40519e-23	9.36923e-21	1.07079e-07	6.82374e-15
-0.0588	0	-0.0516	3.87987e-07	9.50648e-15	-5.88623e-23	9.45359e-21	1.02067e-07	9.71922e-15
-0.0588	0	-0.0504	3.99867e-07	1.32625e-14	3.3858e-23	9.53369e-21	9.64364e-08	1.38503e-14
-0.0588	0	-0.0492	4.11884e-07	1.84985e-14	5.03652e-23	9.60902e-21	9.01441e-08	1.97434e-14
-0.0588	0	-0.048	4.24006e-07	2.57904e-14	2.17847e-23	9.67903e-21	8.31466e-08	2.8147e-14
-0.0588	0	-0.0468	4.36196e-07	3.59318e-14	2.44611e-23	9.74315e-21	7.53994e-08	4.01232e-14
-0.0588	0	-0.0456	4.48412e-07	5.00129e-14	1.74024e-24	9.80076e-21	6.68568e-08	5.71753e-14
-0.0588	0	-0.0444	4.60606e-07	6.95256e-14	-3.8841e-24	9.8512e-21	5.74729e-08	8.1426e-14
-0.0588	0	-0.0432	4.72724e-07	9.65013e-14	-3.16606e-24	9.89378e-21	4.72016e-08	1.15863e-13
-0.0588	0	-0.042	4.84704e-07	1.33692e-13	7.76372e-24	9.92776e-21	3.59969e-08	1.64675e-13
-0.0588	0	-0.0408	4.9648e-07	1.84803e-13	-4.72305e-24	9.95237e-21	2.38142e-08	2.33713e-13
-0.0588	0	-0.0396	5.07975e-07	2.54791e-13	2.01019e-23	9.96681e-21	1.06101e-08	3.31109e-13
-0.0588	0	-0.0384	5.19106e-07	3.50233e-13	6.37273e-23	9.97023e-21	-3.65623e-09	4.68104e-13
-0.0588	0	-0.0372	5.29781e-07	4.79785e-13	4.2596e-23	9.96175e-21	-1.90225e-08	6.6015e-13
-0.0588	0	-0.036	5.39899e-07	6.5472e-13	8.43305e-23	9.94045e-21	-3.55222e-08	9.28335e-13
-0.0588	0	-0.0348	5.49352e-07	8.89565e-13	-6.41471e-23	9.90539e-21	-5.31832e-08	1.30123e-12
-0.0588	0	-0.0336	5.58022e-07	1.2028e-12	-1.23154e-23	9.85561e-21	-7.20271e-08	1.81723e-12
-0.0588	0	-0.0324	5.65782e-07	1.6176e-12	2.9742e-23	9.79011e-21	-9.20673e-08	2.52741e-12
-0.0588	0	-0.0312	5.72497e-07	2.16254e-12	1.0249e-23	9.7079e-21	-1.13308e-07	3.49904e-12
-0.0588	0	-0.03	5.78025e-07	2.87216e-12	3.98411e-23	9.60796e-21	-1.35741e-07	4.8197e-12
-0.0588	0	-0.0288	5.82217e-07	3.7873e-12	3.71429e-23	9.48931e-21	-1.59348e-07	6.59856e-12
-0.0588	0	-0.0276	5.84917e-07	4.9549e-12	-2.33912e-23	9.35096e-21	-1.84094e-07	8.97608e-12
-0.0588	0	-0.0264	5.85965e-07	6.42562e-12	-2.24169e-23	9.19194e-21	-2.09929e-07	1.21293e-11
-0.0588	0	-0.0252	5.85199e-07	8.25119e-12	3.36804e-23	9.01134e-21	-2.36784e-07	1.62721e-11
-0.0588	0	-0.024	5.82456e-07	1.04888e-11	-9.14286e-24	8.80831e-21	-2.64572e-07	2.16603e-11
-0.0588	0	-0.0228	5.77573e-07	1.31879e-11	4.01649e-23	8.58206e-21	-2.93182e-07	2.85913e-11
-0.0588	0	-0.0216	5.70396e-07	1.63862e-11	3.42036e-23	8.3319e-21	-3.22486e-07	3.74011e-11
-0.0588	0	-0.0204	5.60777e-07	2.01012e-11	4.07918e-23	8.05725e-21	-3.52327e-07	4.84557e-11
-0.0588	0	-0.0192	5.4858e-07	2.43198e-11	-1.45584e-23	7.75767e-21	-3.8253e-07	6.21356e-11
-0.0588	0	-0.018	5.33686e-07	2.89882e-11	3.56102e-23	7.43288e-21	-4.12893e-07	7.88122e-11
-0.0588	0	-0.0168	5.15996e-07	3.40005e-11	2.01411e-23	7.08275e-21	-4.43192e-07	9.88156e-11
-0.0588	0	-0.0156	4.95437e-07	3.91909e-11	4.71857e-23	6.70737e-21	-4.73183e-07	1.22394e-10
-0.0588	0	-0.0144	4.71965e-07	4.43293e-11	4.55035e-23	6.30705e-21	-5.02604e-07	1.49667e-10
-0.0588	0	-0.0132	4.45569e-07	4.91223e-11	-1.14502e-23	5.88231e-21	-5.31174e-07	1.80575e-10
-0.0588	0	-0.012	4.16276e-07	5.32243e-11	-1.35665e-23	5.43392e-21	-5.58605e-07	2.14829e-10
-0.0588	0	-0.0108	3.84154e-07	5.62565e-11	1.75034e-23	4.96292e-21	-5.84598e-07	2.51875e-10
-0.0588	0	-0.0096	3.49312e-07	5.78358e-11	1.55713e-23	4.47061e-21	-6.08856e-07	2.9087e-10
-0.0588	0	-0.0084	3.11906e-07	5.76124e-11	-4.79606e-24	3.95853e-21	-6.31087e-07	3.30687e-10
-0.0588	0	-0.0072	2.72135e-07	5.5311e-11	1.93837e-23	3.42849e-21	-6.51009e-07	3.69946e-10
-0.0588	0	-0.006	2.30242e-07	5.07717e-11	6.40838e-24	2.88254e-21	-6.6836e-07	4.07084e-10
-0.0588	0	-0.0048	1.86509e-07	4.39838e-11	7.07053e-24	2.32296e-21	-6.82906e-07	4.4045e-10
-0.0588	0	-0.0036	1.41255e-07	3.51069e-11	1.33423e-23	1.75222e-21	-6.94443e-07	4.68432e-10
-0.0588	0	-0.0024	9.48329e-08	2.44732e-11	5.20372e-24	1.17295e-21	-7.02806e-07	4.89586e-10
-0.0588	0	-0.0012	4.7617e-08	1.25697e-11	2.77516e-24	5.87927e-22	-7.07874e-07	5.02769e-10
-0.0588	0	-1.34441e-17	5.34226e-22	1.42092e-25	3.04297e-38	6.59223e-36	-7.09571e-07	5.07248e-10
-0.0588	0	0.0012	-4.7617e-08	1.25697e-11	-2.79192e-24	5.87927e-22	-7.07874e-07	5.02769e-10
-0.0588	0	0.0024	-9.48329e-08	2.44732e-11	-5.34372e-24	1.17295e-21	-7.02806e-07	4.89586e-10
-0.0588	0	0.0036	-1.41255e-07	3.51069e-11	-2.99445e-24	1.75222e-21	-6.94443e-07	4.68432e-10
-0.0588	0	0.0048	-1.86509e-07	4.39838e-11	-6.70032e-24	2.32296e-21	-6.82906e-07	4.4045e-10
-0.0588	0	0.006	-2.30242e-07	5.07717e-11	-1.51116e-23	2.88254e-21	-6.6836e-07	4.07084e-10
-0.0588	0	0.0072	-2.72135e-07	5.5311e-11	-1.46869e-23	3.42849e-21	-6.51009e-07	3.69946e-10
-0.0588	0	0.0084	-3.11906e-07	5.76124e-11	-3.9833e-24	3.95853e-21	-6.31087e-07	3.30687e-10
-0.0588	0	0.0096	-3.49312e-07	5.78358e-11	1.16855e-23	4.47061e-21	-6.08856e-07	2.9087e-10
-0.0588	0	0.0108	-3.84154e-07	5.62565e-11	2.889e-23	4.96292e-21	-5.84598e-07	2.51875e-10
-0.0588	0	0.012	-4.16276e-07	5.32243e-11	-3.95789e-23	5.43392e-21	-5.58605e-07	2.14829e-10
-0.0588	0	0.0132	-4.45569e-07	4.91223e-11	-8.72696e-24	5.88231e-21	-5.31174e-07	1.80575e-10
-0.0588	0	0.0144	-4.71965e-07	4.43293e-11	2.86965e-23	6.30705e-21	-5.02604e-07	1.49667e-10
-0.0588	0	0.0156	-4.95437e-07	3.91909e-11	2.29028e-24	6.70737e-21	-4.73183e-07	1.22394e-10
-0.0588	0	0.0168	-5.15996e-07	3.40005e-11	-3.70266e-23	7.08275e-21	-4.43192e-07	9.88156e-11
-0.0588	0	0.018	-5.33686e-07	2.89882e-11	-5.34042e-23	7.43288e-21	-4.12893e-07	7.88122e-11
-0.0588	0	0.0192	-5.4858e-07	2.43198e-11	-1.36744e-23	7.75767e-21	-3.8253e-07	6.21356e-11
-0.0588	0	0.0204	-5.60777e-07	2.01012e-11	-3.2962e-23	8.05725e-21	-3.52327e-07	4.84557e-11
-0.0588	0	0.0216	-5.70396e-07	1.63862e-11	-4.33479e-23	8.3319e-21	-3.22486e-07	3.74011e-11
-0.0588	0	0.0228	-5.77573e-07	1.31879e-11	-2.12954e-23	8.58206e-21	-2.93182e-07	2.85913e-11
-0.0588	0	0.024	-5.82456e-07	1.04888e-11	-3.98696e-23	8.80831e-21	-2.64572e-07	2.16603e-11
-0.0588	0	0.0252	-5.85199e-07	8.25119e-12	4.15718e-23	9.01134e-21	-2.36784e-07	1.62721e-11
-0.0588	0	0.0264	-5.85965e-07	6.42562e-12	-7.35299e-23	9.19194e-21	-2.09929e-07	1.21293e-11
-0.0588	0	0.0276	-5.84917e-07	4.9549e-12	-4.95679e-23	9.35096e-21	-1.84094e-07	8.97608e-12
-0.0588	0	0.0288	-5.82217e-07	3.7873e-12	4.1466e-24	9.48931e-21	-1.59348e-07	6.59856e-12
-0.0588	0	0.03	-5.78025e-07	2.87216e-12	-2.86039e-23	9.60796e-21	-1.35741e-07	4.8197e-12
-0.0588	0	0.0312	-5.72497e-07	2.16254e-12	-1.27705e-22	9.7079e-21	-1.13308e-07	3.49904e-12
-0.0588	0	0.0324	-5.65782e-07	1.6176e-12	-5.67177e-24	9.79011e-21	-9.20673e-08	2.52741e-12
-0.0588	0	0.0336	-5.58022e-07	1.2028e-12	-4.97983e-23	9.85561e-21	-7.20271e-08	1.81723e-12
-0.0588	0	0.0348	-5.49352e-07	8.89565e-13	-1.00241e-22	9.90539e-21	-5.31832e-08	1.30123e-12
-0.0588	0	0.036	-5.39899e-07	6.5472e-13	3.74276e-24	9.94045e-21	-3.55222e-08	9.28335e-13
-0.0588	0	0.0372	-5.29781e-07	4.79785e-13	-4.8324e-23	9.96175e-21	-1.90225e-08	6.6015e-13
-0.0588	0	0.0384	-5.19106e-07	3.50233e-13	1.15002e-23	9.97023e-21	-3.65623e-09	4.68104e-13
-0.0588	0	0.0396	-5.07975e-07	2.54791e-13	-7.50796e-23	9.96681e-21	1.06101e-08	3.31109e-13
-0.0588	0	0.0408	-4.9648e-07	1.84803e-13	-4.20303e-23	9.95237e-21	2.38142e-08	2.33713e-13
-0.0588	0	0.042	-4.84704e-07	1.33692e-13	-1.21034e-23	9.92776e-21	3.59969e-08	1.64675e-13
-0.0588	0	0.0432	-4.72724e-07	9.65013e-14	-1.49506e-23	9.89378e-21	4.72016e-08	1.15863e-13
-0.0588	0	0.0444	-4.60606e-07	6.95256e-14	-6.62061e-23	9.8512e-21	5.74729e-08	8.1426e-14
-0.0588	0	0.0456	-4.48412e-07	5.00129e-14	-5.86594e-24	9.80076e-21	6.68568e-08	5.71753e-14
-0.0588	0	0.0468	-4.36196e-07	3.59318e-14	6.8829e-25	9.74315e-21	7.53994e-08	4.01232e-14
-0.0588	0	0.048	-4.24006e-07	2.57904e-14	-3.15733e-23	9.67903e-21	8.31466e-08	2.8147e-14
-0.0588	0	0.0492	-4.11884e-07	1.84985e-14	-1.51317e-23	9.60902e-21	9.01441e-08	1.97434e-14
-0.0588	0	0.0504	-3.99867e-07	1.32625e-14	-1.12971e-24	9.53369e-21	9.64364e-08	1.38503e-14
-0.0588	0	0.0516	-3.87987e-07	9.50648e-15	-1.84812e-23	9.45359e-21	1.02067e-07	9.71922e-15
-0.0588	0	0.0528	-3.76272e-07	6.81425e-15	1.9633e-23	9.36923e-21	1.07079e-07	6.82374e-15
-0.0588	0	0.054	-3.64745e-07	4.88549e-15	5.73838e-23	9.28109e-21	1.11512e-07	4.79411e-15
-0.0588	0	0.0552	-3.53425e-07	3.50404e-15	-3.73122e-23	9.1896e-21	1.15405e-07	3.37102e-15
-0.0588	0	0.0564	-3.4233e-07	2.51465e-15	-1.59693e-23	9.09519e-21	1.18797e-07	2.37272e-15
-0.0588	0	0.0576	-3.31471e-07	1.80595e-15	-9.66896e-24	8.99824e-21	1.21723e-07	1.67197e-15
-0.0588	0	0.0588	-3.20861e-07	1.29812e-15	-1.52976e-23	8.8991e-21	1.24217e-07	1.17967e-15
-0.0588	0	0.06	-3.10507e-07	9.34042e-16	-3.97634e-23	8.7981e-21	1.26311e-07	8.33481e-16
-0.0576	0	-0.06	3.18763e-07	9.3408e-16	7.67645e-23	9.04911e-21	1.36827e-07	8.14996e-16
-0.0576	0	-0.0588	3.29723e-07	1.30675e-15	5.95535e-23	9.15849e-21	1.35011e-07	1.16104e-15
-0.0576	0	-0.0576	3.40978e-07	1.83034e-15	4.10023e-23	9.26622e-21	1.32789e-07	1.65663e-15
-0.0576	0	-0.0564	3.52521e-07	2.56647e-15	4.32017e-23	9.37199e-21	1.30126e-07	2.36722e-15
-0.0576	0	-0.0552	3.64343e-07	3.60203e-15	2.73554e-23	9.47541e-21	1.26986e-07	3.38714e-15
-0.0576	0	-0.054	3.76432e-07	5.05936e-15	7.1678e-23	9.57611e-21	1.23331e-07	4.85232e-15
-0.0576	0	-0.0528	3.88774e-07	7.1106e-15	9.155e-24	9.67365e-21	1.19118e-07	6.95857e-15
-0.0576	0	-0.0516	4.01349e-07	9.99768e-15	3.95984e-23	9.76758e-21	1.14307e-07	9.98793e-15
-0.0576	0	-0.0504	4.14137e-07	1.40601e-14	3.27607e-23	9.8574e-21	1.08851e-07	1.43463e-14
-0.0576	0	-0.0492	4.2711e-07	1.97732e-14	4.38289e-23	9.9426e-21	1.02705e-07	2.06172e-14
-0.0576	0	-0.048	4.40238e-07	2.78015e-14	2.405e-23	1.00226e-20	9.58189e-08	2.96388e-14
-0.0576	0	-0.0468	4.53484e-07	3.90707e-14	6.52246e-23	1.00968e-20	8.81441e-08	4.26121e-14
-0.0576	0	-0.0456	4.66805e-07	5.48671e-14	6.00055e-23	1.01645e-20	7.96288e-08	6.12558e-14
-0.0576	0	-0.0444	4.80154e-07	7.69705e-14	4.75084e-23	1.02251e-20	7.02209e-08	8.80228e-14
-0.0576	0	-0.0432	4.93475e-07	1.07834e-13	2.15522e-23	1.02778e-20	5.98673e-08	1.26403e-13
-0.0576	0	-0.042	5.06706e-07	1.50821e-13	4.54539e-23	1.03218e-20	4.85149e-08	1.81348e-13
-0.0576	0	-0.0408	5.19777e-07	2.10517e-13	1.21166e-22	1.03564e-20	3.61113e-08	2.59853e-13
-0.0576	0	-0.0396	5.32607e-07	2.93138e-13	4.61585e-23	1.03806e-20	2.26048e-08	3.71756e-13
-0.0576	0	-0.0384	5.4511e-07	4.07042e-13	2.65202e-23	1.03935e-20	7.94588e-09	5.30829e-13
-0.0576	0	-0.0372	5.57188e-07	5.63381e-13	7.36313e-23	1.03942e-20	-7.91209e-09	7.56237e-13
-0.0576	0	-0.036	5.68734e-07	7.76895e-13	9.3406e-23	1.03817e-20	-2.50119e-08	1.07448e-12
